gvkey	datadate	fyear	indfmt	consol	popsrc	datafmt	tic	conm	curcd	aco	act	aqc	capx	ceq	che	cogs	cshfd	csho	cshpri	dlc	dltt	dp	epsfi	epsfx	gdwlip	ib	ibadj	invt	lct	mib	niadj	oiadp	oibdp	pstk	recd	rect	rectr	sale	seq	txt	wdp	xint	xpp	xsga	exchg	cik	costat	prcc_f	loc	sic
009882	20121231	2012	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	456.0000	4227.0000	0.0000	1348.0000	6992.0000	2970.0000	13399.0000	757.0000	730.3190	750.0000	271.0000	2883.0000	844.0000	0.5600	0.5600		421.0000	424.0000	469.0000	4650.0000	0.0000	424.0000	806.0000	1650.0000	0.0000		332.0000		17088.0000	6992.0000	264.0000		147.0000		2039.0000	11	0000092380	A	10.2400	USA	4512
009882	20131231	2013	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	418.0000	4456.0000	0.0000	1447.0000	7336.0000	3152.0000	13342.0000	718.0000	700.4750	710.0000	629.0000	2191.0000	867.0000	1.0500	1.0500		754.0000	757.0000	467.0000	5676.0000	0.0000	757.0000	1364.0000	2231.0000	0.0000		419.0000		17699.0000	7336.0000	455.0000		131.0000		2126.0000	11	0000092380	A	18.8400	USA	4512
009882	20141231	2014	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	709.0000	4404.0000	0.0000	1748.0000	6775.0000	2988.0000	13111.0000	696.0000	675.5940	687.0000	258.0000	2434.0000	938.0000	1.6400	1.6400		1136.0000	1140.0000	342.0000	5923.0000	0.0000	1140.0000	2351.0000	3289.0000	0.0000		365.0000		18605.0000	6775.0000	680.0000		119.0000		2205.0000	11	0000092380	A	42.3200	USA	4512
009882	20151231	2015	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	188.0000	4024.0000	0.0000	2041.0000	7358.0000	3051.0000	12074.0000	669.0000	647.6020	661.0000	637.0000	2541.0000	1015.0000	3.2700	3.2700		2181.0000	2185.0000	311.0000	7406.0000	0.0000	2185.0000	4280.0000	5295.0000	0.0000		474.0000		19648.0000	7358.0000	1298.0000		121.0000		2279.0000	11	0000092380	A	43.0600	USA	4512
009882	20161231	2016	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	310.0000	4498.0000	0.0000	2147.0000	8441.0000	3305.0000	12930.0000	633.0000	615.1610	627.0000	566.0000	2821.0000	1221.0000	3.5500	3.5500		2244.0000	2246.0000	337.0000	6844.0000	0.0000	2246.0000	3803.0000	5024.0000	0.0000		546.0000		20425.0000	8441.0000	1303.0000	-21.0000	122.0000		2471.0000	11	0000092380	A	49.8400	USA	4512
009882	20171231	2017	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	460.0000	4815.0000	0.0000	2249.0000	10430.0000	3273.0000	13680.0000	603.0000	588.5510	601.0000	348.0000	3320.0000	1218.0000	5.7900	5.7900		3488.0000	3488.0000	420.0000	6905.0000	0.0000	3488.0000	3681.0000	4899.0000	0.0000		662.0000		21171.0000	10430.0000	-237.0000		114.0000		2592.0000	11	0000092380	A	65.4500	USA	4512
009882	20181231	2018	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	310.0000	5028.0000	0.0000	1976.0000	9853.0000	3689.0000	14706.0000	574.0000	552.6030	573.0000	606.0000	2771.0000	1201.0000	4.2900	4.2900		2465.0000	2465.0000	461.0000	7905.0000	0.0000	2465.0000	3206.0000	4407.0000	0.0000		568.0000	164.0000	21965.0000	9853.0000	699.0000		131.0000		2852.0000	11	0000092380	A	46.4800	USA	4512
009882	20191231	2019	INDL	C	D	STD	LUV	SOUTHWEST AIRLINES	USD	287.0000	5974.0000	0.0000	1027.0000	9832.0000	4072.0000	15102.0000	539.0000	519.0640	538.0000	1172.0000	2824.0000	1219.0000	4.2700	4.2700		2300.0000	2300.0000	529.0000	8952.0000	0.0000	2300.0000	3081.0000	4300.0000	0.0000		1086.0000	165.0000	22428.0000	9832.0000	657.0000		118.0000		3026.0000	11	0000092380	A	53.9800	USA	4512
010484	20001231	2000	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	289.0000	2459.0000	0.0000	1151.0000	1160.0000	1395.0000	8813.0000	62.8000	58.4500	60.7000	304.0000	3616.0000	402.0000	5.4500	5.5400		348.0000	348.0000	280.0000	2980.0000	0.0000	342.0000	684.0000	1086.0000	450.0000	20.0000	495.0000	495.0000	9899.0000	1610.0000	222.0000		252.0000			0	0000319687	A	51.6250	USA	4512
010484	20011231	2001	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	336.0000	2144.0000	0.0000	1000.0000	1161.0000	1132.0000	8651.0000	55.5000	63.1740	55.5000	355.0000	4441.0000	467.0000	-1.7200	-1.7200		-95.0000	-95.0000	272.0000	3191.0000	0.0000	-95.0000	-149.0000	318.0000	0.0000	27.0000	404.0000	404.0000	8969.0000	1161.0000	-29.0000		305.0000			0	0000319687	A	26.2100	USA	4512
010484	20021231	2002	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	310.0000	2277.0000	0.0000	612.0000	767.0000	1342.0000	8016.0000	64.2000	65.7610	64.2000	493.0000	5463.0000	444.0000	-7.0200	-7.0200		-451.0000	-451.0000	248.0000	2926.0000	12.0000	-451.0000	-58.0000	386.0000	0.0000	30.0000	377.0000	377.0000	8402.0000	767.0000	-202.0000	-254.0000	366.0000			0	0000319687	A	7.2500	USA	4512
010484	20031231	2003	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	325.0000	2586.0000	0.0000	234.0000	792.0000	1600.0000	8299.0000	65.6000	66.0350	65.4000	422.0000	5558.0000	444.0000	0.5800	0.5800		38.0000	38.0000	191.0000	2866.0000	0.0000	38.0000	103.0000	547.0000	0.0000	19.0000	470.0000	403.0000	8846.0000	792.0000	114.0000	-100.0000	393.0000			0	0000319687	A	16.2700	USA	4512
010484	20041231	2004	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	388.0000	2824.0000	0.0000	195.0000	155.0000	1669.0000	9583.0000	66.1000	66.4620	66.1000	670.0000	5167.0000	415.0000	-6.2500	-6.2500		-409.0000	-409.0000	214.0000	3259.0000	0.0000	-409.0000	-99.0000	316.0000	0.0000	22.0000	553.0000	472.0000	9899.0000	155.0000	-40.0000		389.0000			0	0000319687	A	13.5400	USA	4512
010484	20051231	2005	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	495.0000	3427.0000	0.0000	188.0000	226.0000	2198.0000	10791.0000	70.3000	86.2020	70.3000	546.0000	5057.0000	389.0000	-0.9700	-0.9700		-68.0000	-68.0000	201.0000	3399.0000	0.0000	-68.0000	28.0000	417.0000	0.0000	15.0000	533.0000	515.0000	11208.0000	226.0000	0.0000	-3.0000	410.0000			0	0000319687	A	21.3000	USA	4512
010484	20061231	2006	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	581.0000	4129.0000	0.0000	381.0000	347.0000	2749.0000	12242.0000	111.4000	91.8160	89.0000	574.0000	4859.0000	391.0000	3.3000	3.5300		369.0000	369.0000	217.0000	3955.0000	0.0000	343.0000	495.0000	886.0000	0.0000	7.0000	582.0000	582.0000	13128.0000	347.0000	0.0000		401.0000			0	0000319687	A	41.2500	USA	4512
010484	20071231	2007	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	702.0000	4561.0000	0.0000	664.0000	1550.0000	2982.0000	13119.0000	114.0000	98.2090	97.0000	652.0000	4366.0000	413.0000	4.1800	4.1800		459.0000	459.0000	271.0000	4449.0000	0.0000	459.0000	700.0000	1113.0000	0.0000	7.0000	606.0000	606.0000	14232.0000	1550.0000	107.0000		383.0000			0	0000319687	A	22.2500	USA	4512
010484	20081231	2008	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	826.0000	4347.0000	0.0000	402.0000	105.0000	2833.0000	14936.0000	106.0000	123.2650	106.0000	519.0000	5371.0000	438.0000	-5.5400	-5.5400		-585.0000	-585.0000	235.0000	4474.0000	0.0000	-585.0000	-133.0000	305.0000	0.0000	7.0000	453.0000	453.0000	15241.0000	105.0000	-99.0000		365.0000			0	0000319687	A	18.0600	USA	4512
010484	20091231	2009	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	605.0000	4373.0000	0.0000	374.0000	590.0000	3020.0000	12093.0000	129.0000	138.5370	129.0000	975.0000	5291.0000	494.0000	-2.1800	-2.1800		-282.0000	-282.0000	254.0000	4389.0000	0.0000	-282.0000	-1.0000	493.0000	0.0000	7.0000	494.0000	494.0000	12586.0000	590.0000	-157.0000	-12.0000	367.0000			0	0000319687	A	17.9200	USA	4512
010484	20101231	2010	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	739.0000	6961.0000		360.0000	-1977.0000	4702.0000	17293.0000				1795.0000	6338.0000	903.0000			64.0000	399.0000	399.0000	321.0000	7952.0000	0.0000	399.0000	1486.0000	2389.0000	0.0000	5.0000	1199.0000	1004.0000	19682.0000	-1977.0000	-12.0000	-165.0000	695.0000			0	0000319687	A	24.8400	USA	4512
010484	20111231	2011	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	795.0000	5899.0000	0.0000	470.0000	-1904.0000	3773.0000	18914.0000				737.0000	5865.0000	921.0000				281.0000	281.0000	340.0000	6927.0000	0.0000	281.0000	1232.0000	2153.0000	0.0000	5.0000	991.0000	763.0000	21067.0000	-1904.0000	3.0000		595.0000			0	0000319687	A		USA	4512
010484	20121231	2012	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	972.0000	8492.0000	0.0000	791.0000	-3184.0000	3157.0000	19751.0000				1209.0000	4903.0000	930.0000				-1188.0000	-1188.0000	402.0000	10626.0000	0.0000	-1188.0000	280.0000	1210.0000	0.0000	11.0000	3961.0000	1194.0000	20961.0000	-3184.0000	9.0000		496.0000			0	0000319687	A		USA	4512
010484	20131231	2013	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	1379.0000	8695.0000	0.0000	2164.0000	3223.0000	5146.0000	34819.0000		0.0010		1485.0000	10773.0000	1689.0000				654.0000	654.0000	667.0000	12225.0000	0.0000	654.0000	1779.0000	3468.0000	0.0000	13.0000	1503.0000	1503.0000	38287.0000	3223.0000	-17.0000	-33.0000	781.0000			0	0000319687	A		USA	4512
010484	20141231	2014	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	1947.0000	8181.0000	0.0000	2005.0000	2635.0000	4422.0000	34402.0000		0.0010		1423.0000	10691.0000	1679.0000			-49.0000	1114.0000	1114.0000	666.0000	12513.0000	0.0000	1114.0000	2820.0000	4499.0000	0.0000	22.0000	1146.0000	1146.0000	38901.0000	2635.0000	-4.0000		742.0000			0	0000319687	A		USA	4512
010484	20151231	2015	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	811.0000	7869.0000	0.0000	2747.0000	8963.0000	5192.0000	25475.0000		0.0010		1359.0000	10400.0000	1819.0000				7301.0000	7301.0000	738.0000	12417.0000	0.0000	7301.0000	5494.0000	7313.0000	0.0000	18.0000	1128.0000	1128.0000	37864.0000	8963.0000	-3080.0000	-79.0000	670.0000		5076.0000	0	0000319687	A		USA	4512
010484	20161231	2016	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	832.0000	7303.0000	0.0000	3223.0000	8606.0000	4422.0000	24182.0000		0.0010		965.0000	10740.0000	1977.0000				2264.0000	2264.0000	873.0000	12290.0000	0.0000	2264.0000	4979.0000	6956.0000	0.0000	10.0000	1176.0000	1176.0000	36556.0000	8606.0000	1558.0000	-412.0000	614.0000		5418.0000	0	0000319687	A		USA	4512
010484	20171231	2017	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	1051.0000	7107.0000	0.0000	3998.0000	8768.0000	3792.0000	26256.0000		0.0010		1693.0000	12699.0000	2149.0000				2149.0000	2149.0000	924.0000	12681.0000	0.0000	2149.0000	3676.0000	5825.0000	0.0000	7.0000	1340.0000	1340.0000	37736.0000	8768.0000	852.0000	-25.0000	643.0000		5655.0000	0	0000319687	A		USA	4512
010484	20181231	2018	INDL	C	D	STD	UAL2	UNITED AIRLINES INC	USD	913.0000	7188.0000	0.0000	4177.0000	9957.0000	3944.0000	29483.0000		0.0010		1379.0000	13349.0000	2240.0000				2131.0000	2131.0000	985.0000	13217.0000	0.0000	2131.0000	3781.0000	6021.0000	0.0000	8.0000	1346.0000	1346.0000	41303.0000	9957.0000	529.0000	-311.0000	729.0000		5799.0000	0	0000319687	A		USA	4512
010795	20001231	2000	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	685.0000	4779.0000	0.0000	2538.0000	5190.0000	2344.0000	17571.0000	116.5000	52.5390	51.3000	439.0000	7048.0000	988.0000	0.0400	1.8900		265.0000	219.0000	424.0000	6781.0000	0.0000	4.0000	793.0000	1781.0000	571.0000	14.0000	1326.0000	1216.0000	19352.0000	5761.0000	160.0000		408.0000			14	0000100517	A	38.9375	USA	4512
010795	20011231	2001	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	908.0000	5086.0000	32.0000	1951.0000	3033.0000	2628.0000	17455.0000	53.8000	54.9840	53.8000	1587.0000	8663.0000	1026.0000	-40.0400	-39.9000		-2137.0000	-2147.0000	329.0000	8066.0000	0.0000	-2155.0000	-2343.0000	-1317.0000	77.0000	30.0000	1221.0000	1047.0000	16138.0000	3110.0000	-1226.0000		531.0000			14	0000100517	A	13.5000	USA	4512
010795	20021231	2002	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	219.0000	3379.0000	0.0000	157.0000	-2483.0000	1736.0000	16014.0000	60.2000	82.3680	60.2000	0.0000	700.0000	960.0000	-53.5500	-53.5500		-3212.0000	-3222.0000	310.0000	3991.0000	0.0000	-3222.0000	-2688.0000	-1728.0000	2.0000	29.0000	1114.0000	788.0000	14286.0000	-2481.0000	0.0000		597.0000			14	0000100517	A	1.4300	USA	4512
010795	20031231	2003	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	434.0000	4024.0000	0.0000	150.0000	-5916.0000	2397.0000	13938.0000	103.0000	110.4150	103.0000	689.0000	163.0000	968.0000	-27.3600	-27.3600		-2808.0000	-2818.0000	264.0000	6112.0000	0.0000	-2818.0000	-1182.0000	-214.0000	0.0000	26.0000	929.0000	929.0000	13724.0000	-5916.0000	0.0000	-186.0000	527.0000			14	0000100517	A	1.6220	USA	4512
010795	20041231	2004	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	551.0000	3914.0000	0.0000	267.0000	-7680.0000	2178.0000	16324.0000	113.5000	116.2210	113.5000	903.0000	301.0000	874.0000	-15.2500	-15.2500		-1721.0000	-1731.0000	234.0000	6461.0000	0.0000	-1731.0000	-807.0000	67.0000	0.0000	24.0000	951.0000	951.0000	16391.0000	-7680.0000	0.0000	-13.0000	449.0000			14	0000100517	A	1.3000	USA	4512
010795	20051231	2005	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	746.0000	4259.0000	0.0000	470.0000	-25560.0000	2481.0000	16724.0000	116.2000	116.2210	116.2000	33.0000	1400.0000	856.0000	-182.2900	-182.2900		-21176.0000	-21186.0000	193.0000	5234.0000	0.0000	-21186.0000	-201.0000	655.0000	0.0000	23.0000	839.0000	839.0000	17379.0000	-25560.0000	0.0000	-18.0000	485.0000			14	0000100517	A	0.9450	USA	4512
010795	20061231	2006	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	750.0000	6273.0000	0.0000	362.0000	2148.0000	4485.0000	18041.0000	128.0500	112.2810	115.4500	1797.0000	8803.0000	888.0000	178.5700	178.5700		22876.0000	22866.0000	218.0000	7945.0000	0.0000	22866.0000	411.0000	1299.0000	361.0000	27.0000	820.0000	820.0000	19340.0000	2509.0000	21.0000		770.0000			14	0000100517	A	44.0000	USA	4512
010795	20071231	2007	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1086.0000	6095.0000	0.0000	658.0000	2418.0000	3879.0000	17094.0000	153.7000	116.9210	117.4000	928.0000	7521.0000	925.0000	2.7900	2.7900		403.0000	393.0000	242.0000	7979.0000	0.0000	393.0000	948.0000	1873.0000	371.0000	27.0000	888.0000	888.0000	20098.0000	2789.0000	297.0000		652.0000		1131.0000	14	0000100517	A	35.6600	USA	4512
010795	20081231	2008	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1817.0000	4861.0000	0.0000	415.0000	-2465.0000	2093.0000	19979.0000	126.8000	140.0380	126.8000	950.0000	7199.0000	901.0000	-42.2100	-42.2100	-2277.0000	-5348.0000	-5351.0000	237.0000	7281.0000	0.0000	-5351.0000	-1794.0000	-893.0000	0.0000	24.0000	714.0000	714.0000	20194.0000	-2465.0000	-25.0000	-314.0000	523.0000		1108.0000	14	0000100517	A	11.0200	USA	4512
010795	20091231	2009	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	995.0000	5105.0000	0.0000	317.0000	-2811.0000	3170.0000	14231.0000	150.7000	167.6110	150.7000	971.0000	7572.0000	854.0000	-4.3200	-4.3200		-651.0000	-651.0000	197.0000	6473.0000	0.0000	-651.0000	294.0000	1148.0000	0.0000	14.0000	743.0000	743.0000	16335.0000	-2811.0000	-17.0000	-243.0000	577.0000		956.0000	14	0000100517	A	12.9100	USA	4512
010795	20101231	2010	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1249.0000	12045.0000	-3698.0000	371.0000	1727.0000	8717.0000	17334.0000	253.0000	327.9230	207.0000	2663.0000	12470.0000	1066.0000	1.0800	1.0800	35.0000	253.0000	252.0000	466.0000	12645.0000	0.0000	252.0000	1659.0000	2725.0000	0.0000	6.0000	1613.0000	1613.0000	23229.0000	1727.0000	0.0000	-136.0000	798.0000		3170.0000	14	0000100517	A	23.8200	USA	4512
010795	20111231	2011	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1222.0000	10997.0000	0.0000	700.0000	1806.0000	7802.0000	28546.0000	383.0000	330.9060	329.0000	1311.0000	11424.0000	1547.0000	2.2600	2.2600		840.0000	837.0000	615.0000	11394.0000	0.0000	837.0000	2307.0000	3854.0000	0.0000	7.0000	1358.0000	1358.0000	37003.0000	1806.0000	5.0000	-4.0000	949.0000		4603.0000	14	0000100517	A	18.8700	USA	4512
010795	20121231	2012	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1408.0000	10049.0000	0.0000	2016.0000	481.0000	6608.0000	29587.0000	331.0000	332.4730	331.0000	1934.0000	11232.0000	1522.0000	-2.1800	-2.1800	-30.0000	-723.0000	-723.0000	695.0000	12818.0000	0.0000	-723.0000	1362.0000	2884.0000	0.0000	13.0000	1338.0000	1338.0000	37152.0000	481.0000	-1.0000		835.0000		4681.0000	14	0000100517	A	23.3800	USA	4512
010795	20131231	2013	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1380.0000	8702.0000	0.0000	2164.0000	2984.0000	5152.0000	29626.0000	390.0000	362.2840	348.0000	1485.0000	10924.0000	1689.0000	1.5300	1.5300	-1.0000	571.0000	569.0000	667.0000	12107.0000	0.0000	569.0000	1769.0000	3458.0000	0.0000	13.0000	1503.0000	1503.0000	38279.0000	2984.0000	-32.0000	-32.0000	783.0000		5195.0000	14	0000100517	A	37.8300	USA	4512
010795	20141231	2014	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1898.0000	8138.0000	0.0000	2005.0000	2396.0000	4428.0000	29263.0000	390.0000	374.5260	371.0000	1423.0000	10692.0000	1679.0000	2.9300	2.9300	-16.0000	1132.0000	1132.0000	666.0000	12508.0000	0.0000	1132.0000	2816.0000	4495.0000	0.0000	22.0000	1146.0000	1146.0000	38901.0000	2396.0000	-4.0000		735.0000		5143.0000	14	0000100517	A	66.8900	USA	4512
010795	20151231	2015	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	764.0000	7828.0000	0.0000	2747.0000	8966.0000	5198.0000	25475.0000	377.0000	364.6090	376.0000	1359.0000	10400.0000	1819.0000	19.4700	19.4700	-33.0000	7340.0000	7340.0000	738.0000	12414.0000	0.0000	7340.0000	5492.0000	7311.0000	0.0000	18.0000	1128.0000	1128.0000	37864.0000	8966.0000	-3121.0000		669.0000		5078.0000	14	0000100517	A	57.3000	USA	4512
010795	20161231	2016	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	832.0000	7309.0000	0.0000	3223.0000	8659.0000	4428.0000	24182.0000	330.3000	314.6130	329.9000	965.0000	10740.0000	1977.0000	6.8500	6.8500		2263.0000	2263.0000	873.0000	12286.0000	0.0000	2263.0000	4976.0000	6953.0000	0.0000	10.0000	1176.0000	1176.0000	36556.0000	8659.0000	1556.0000	-412.0000	614.0000		5421.0000	14	0000100517	A	72.8800	USA	4512
010795	20171231	2017	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	1033.0000	7113.0000	0.0000	3998.0000	8806.0000	3816.0000	26256.0000	303.6000	286.9730	302.7000	1693.0000	12699.0000	2149.0000	7.0200	7.0200		2131.0000	2131.0000	924.0000	12676.0000	0.0000	2131.0000	3674.0000	5823.0000	0.0000	7.0000	1340.0000	1340.0000	37736.0000	8806.0000	868.0000	-25.0000	643.0000		5657.0000	14	0000100517	A	67.4000	USA	4512
010795	20181231	2018	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	913.0000	7194.0000	0.0000	4177.0000	9995.0000	3950.0000	29483.0000	276.7000	269.9150	275.5000	1379.0000	13349.0000	2240.0000	7.7000	7.7000		2129.0000	2129.0000	985.0000	13212.0000	0.0000	2129.0000	3779.0000	6019.0000	0.0000	8.0000	1346.0000	1346.0000	41303.0000	9995.0000	529.0000	-311.0000	729.0000		5801.0000	14	0000100517	A	83.7300	USA	4512
010795	20191231	2019	INDL	C	D	STD	UAL	UNITED AIRLINES HOLDINGS INC	USD	814.0000	8194.0000	0.0000	4528.0000	11531.0000	4944.0000	30149.0000	259.9000	253.6240	259.9000	2139.0000	18311.0000	2288.0000	11.5800	11.5800		3009.0000	3009.0000	1072.0000	14938.0000	0.0000	3009.0000	4547.0000	6835.0000	0.0000		1364.0000	1364.0000	43259.0000	11531.0000	905.0000		731.0000		6275.0000	14	0000100517	A	88.0900	USA	4512
010946	20001231	2000	INDL	C	D	STD	3UAIRQ	US AIRWAYS GROUP INC-OLD	USD	696.0000	2592.0000	0.0000	1978.0000	-358.0000	1316.0000	8953.0000	66.8550	67.0060	66.8550	284.0000	2688.0000	369.0000	-4.0200	-2.4700		-166.0000	-166.0000	249.0000	2918.0000	0.0000	-269.0000	-53.0000	316.0000	0.0000	28.0000	331.0000	325.0000	9269.0000	-358.0000	-57.0000		251.0000			13		I	40.5625	USA	4512
010946	20011231	2001	INDL	C	D	STD	3UAIRQ	US AIRWAYS GROUP INC-OLD	USD	207.0000	1775.0000	0.0000	1135.0000	-2615.0000	1078.0000	8941.0000	67.2270	67.5880	67.2270	159.0000	3515.0000	392.0000	-31.4800	-31.5900		-2124.0000	-2124.0000	209.0000	3026.0000	0.0000	-2117.0000	-1045.0000	-653.0000	0.0000	22.0000	281.0000	276.0000	8288.0000	-2615.0000	272.0000	-958.0000	297.0000			13		I	6.3400	USA	4512
010946	20021231	2002	INDL	C	D	STD	3UAIRQ	US AIRWAYS GROUP INC-OLD	USD	104.0000	1308.0000	0.0000	146.0000	-4921.0000	784.0000	5396.0000	68.0400	68.0800	68.0400	300.0000	18.0000	295.0000	-24.2000	-24.4500		-1663.0000	-1663.0000	192.0000	2249.0000	0.0000	-1646.0000	-994.0000	-699.0000	0.0000	18.0000	228.0000	228.0000	6977.0000	-4921.0000	-252.0000	-320.0000	322.0000		2280.0000	13		I	0.2450	USA	4512
010946	20031231	2003	INDL	C	D	STD	3UAIRQ	US AIRWAYS GROUP INC-OLD	USD	170.0000	2055.0000	0.0000	215.0000	172.0000	1438.0000	5399.0000	53.4950	53.8980	53.4950	360.0000	2630.0000	232.0000	27.3100	27.3100		1461.0000	1461.0000	196.0000	2553.0000	0.0000	1461.0000	-431.0000	-199.0000	0.0000	18.0000	251.0000	251.0000	6846.0000	172.0000	11.0000		243.0000		1646.0000	13		I	6.2190	USA	4512
010946	20041231	2004	INDL	C	D	STD	3UAIRQ	US AIRWAYS GROUP INC-OLD	USD	147.0000	1413.0000	0.0000	217.0000	-434.0000	837.0000	5568.0000	54.5970	54.8630	54.5970	721.0000	0.0000	248.0000	-11.1900	-11.1900		-611.0000	-611.0000	177.0000	2383.0000	0.0000	-611.0000	-378.0000	-130.0000	0.0000	22.0000	252.0000	252.0000	7117.0000	-434.0000	-10.0000		242.0000		1679.0000	13		I	1.1600	USA	4512
012392	20000331	1999	INDL	C	D	STD	SKYW	SKYWEST INC	USD	36.7710	233.8260	0.0000	75.4560	312.2200	171.3480	303.2370	24.9610	24.7360	24.5630	12.4370	48.3210	29.5620	2.2900	2.2900		57.1040	57.1040	16.1950	79.6470	0.0000	57.1040	86.6800	116.2420	0.0000	0.0590	9.5120	9.5120	474.7780	312.2200	35.7340		2.7260	23.8800	55.2990	14	0000793733	A	39.1250	USA	4512
012392	20010331	2000	INDL	C	D	STD	SKYW	SKYWEST INC	USD	38.9660	354.9920	0.0000	151.4110	498.0230	280.0290	360.0640	54.2720	56.1020	53.2050	10.2470	73.8540	34.6640	1.0500	1.0500		57.1060	57.1060	20.0690	87.9500	0.0000	57.1060	78.9170	113.5810	0.0000	0.0640	15.9280	15.9280	531.0930	498.0230	36.5080		3.8540	25.4940	57.4480	14	0000793733	A	23.2500	USA	4512
012392	20011231	2001	INDL	C	D	STD	SKYW	SKYWEST INC	USD	29.1370	383.2460	0.0000	192.8920	551.7520	310.7140	424.4780	57.2370	56.8250	56.3650	12.1510	113.6880	45.7680	0.9900	0.9900		56.4280	56.4280	23.2830	104.0260	0.0000	56.4280	70.7750	116.5430	0.0000	0.0630	20.1120	20.1120	601.8650	551.7520	36.0770	-3.7000	5.1850	14.4680	60.8440	14	0000793733	A	25.4500	USA	4512
012392	20021231	2002	INDL	C	D	STD	SKYW	SKYWEST INC	USD	34.4350	513.2330	0.0000	94.5190	638.6860	425.4240	536.4370	57.5510	57.4370	57.2290	12.5320	125.3790	57.5350	1.5100	1.3600		78.2770	78.2770	27.0330	121.3880	0.0000	86.8660	118.1170	175.6520	0.0000	0.7230	26.3410	26.3410	774.4470	638.6860	50.0500		10.6520	20.3760	62.3580	14	0000793733	A	13.0700	USA	4512
012392	20031231	2003	INDL	C	D	STD	SKYW	SKYWEST INC	USD	88.7940	670.3680	0.0000	740.5060	709.0630	480.3940	640.7550	58.1270	57.9940	57.7450	30.8770	462.7730	74.4190	1.1500	1.1500		66.7870	66.7870	26.0800	151.9590	0.0000	66.7870	108.4800	182.8990	0.0000	0.0590	75.1000	12.1920	888.0260	709.0630	42.7000		14.9750	52.9580	64.3720	14	0000793733	A	18.0700	USA	4512
012392	20041231	2004	INDL	C	D	STD	SKYW	SKYWEST INC	USD	91.7550	712.3370	0.0000	212.2740	779.0550	549.6970	871.6070	58.3500	57.6490	57.8580	32.5850	463.2330	76.8170	1.4000	1.4000		81.9520	81.9520	33.9220	175.8310	0.0000	81.9520	144.7760	221.5930	0.0000	0.0240	36.9630	27.9640	1156.0440	779.0550	54.6350		21.6360	61.5500	62.8440	14	0000793733	A	20.0600	USA	4512
